,Text,Cluster,top_words,representative_term,top_words_BERT
4586,"archduchess maria antonia josepha johanna austria , marie antoinette dauphine husband succeeded throne 1774 louis xvi .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4587,"princess marie-thérèse charlotte france ( 1778-1851 ) ; daughter louis xvi marie-antoinette , known madame royale , became last dauphine france father-in-law , charles x , succeeded throne 1824 .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4588,"style usually held eldest daughter monsieur wife , madame .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4589,"anne marie louise d'orléans ( 1627-1693 ) , eldest daughter gaston de france .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4590,"marie louise d'orléans ( 1662-1689 ) , eldest daughter king louis xiv 's younger brother , philippe , duc d'orléans ; later wife king charles ii spain .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4591,anne marie d'orléans ( 1669-1728 ) held style ( along madame royale ) marriage sister marie louise .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4592,"élisabeth charlotte d'orléans ( 1674-1744 ) , youngest child philippe , duc d'orléans second wife .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4593,"louise anne de bourbon ( 1695-1758 ) , fourth child louis iii , prince condé , given style mademoiselle cousin louis d'orléans daughter .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4594,"louise marie d'orléans ( 1726-1728 ) , daughter louis d'orléans wife margravine auguste marie johanna baden-baden ; died childhood .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4595,"louise marie thérèse bathilde d'orléans ( 1750-1822 ) , daughter duke orléans , known mademoiselle birth .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4596,"sophie d'artois ( 1776-1783 ) first daughter princess maria theresa savoy ( 1756-1805 ) husband , born charles philippe france ( 1757-1836 ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4597,"younger daughters monsieur named one appanages , e.g .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4598,custom confined royal family .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4599,"king louis xv wife , marie leszczyńska , ten children , eight girls .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4600,"princess marie louise élisabeth ( 1727-1759 ) , twin younger sister , henriette ; married philip , duke parma ( 1720-1765 ) , also infante spain .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4601,"princess henriette anne ( 1727-1752 ) , twin older sister , louise-élisabeth , known madame seconde .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4602,"princess marie louise ( 1728-1733 ) , known madame troisième .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4603,"princess marie adélaïde ( 1732-1800 ) , originally known madame quatrième ; elder sister died 1733 , known madame troisième .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4604,"princess louise marie thérèse victoire ( 1733-1799 ) , originally known madame quatrième , later madame victoire .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4605,"princess sophie philippine élisabeth justine ( 1734-1782 ) , madame cinquième , known later madame sophie .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4606,"princess marie thérèse félicité ( 1736-1744 ) , known madame sixième .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4607,"princess louise ( 1737-1787 ) , originally , known madame septième madame dernière ; known later madame louise .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4608,"valois monarchs , titles borne sons kings became regularized .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4609,"john ii made eldest son duke normandy , younger sons dukes anjou , berry , burgundy .",45,"william, england, died, king, normandy",king,"william normandy, william defeated, william defeat, 1086 william, 1066 william, overthrow william, william remained, 1062 william, william revolt, william returned"
4610,"bourbon kings followed traditional titling , berry used third son .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4611,"king , queen , queen dowager , enfants de france ( children france ) petits-enfants de france ( grandchildren france ) constituted famille du roi ( royal family ) .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4612,"dauphin , heir french throne , senior fils de france usually addressed monsieur le dauphin .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4613,"daughters referred given name prefaced honorific madame , sons referred main peerage title ( usually ducal ) , exception dauphin .",40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
4614,enfants de france entitled style royal highness ( altesse royale ) reign louis xiii .,40,"marie, louis, france, wife, madame","marie, lou","marie france, élisabeth france, thérèse france, france marie, grandchildren france, france grandchildren, princess henriette, heir french, france eldest, xvi marie"
